customerId,comment,orderdate,next_purchase_days,non-meals,total_meat,total_white_meat,total_fish,total_vegetarian,total_vegan,language,totalLunch,TotalDinner,total_discounts,total_vouchers,mealPrice,voucherDiscount,planos,creditos,email_newsletter_weekly,email_marketing,classification,churn
445,Estava tudo bom eu pessoalmente é que não gosto do purê tão massudo,2023-03-16T00:00:00Z,7,3,0,4,0,1,2,pt,15,0,0,2,82.2,6.8,0,0,TRUE,TRUE,F,FALSE
5372,"Infelizmente os pratos estão cada vez com mais hidratos (massa e/ou arroz) e menos do resto.. legumes e proteína, preferia pagar um pouco mais e não ter a sensação de me estar a encher de hidratos..",2023-03-16T00:00:00Z,15,1,0,32,21,7,8,pt,90,5,0,7,660.155,21.84,0,0,FALSE,TRUE,F,FALSE
7068,Está refeição tinha coentros e sou intolerante. Já tinha feito este reparo anteriormente mas deviam colocar este tipo de condimentos na descrição.,2023-03-16T00:00:00Z,166,9,0,24,5,3,2,pt,50,10,0,2,373.68,10.27,0,0,TRUE,TRUE,F,TRUE
8716,Mais variedade de pratos e incluir mais vegetais,2023-03-16T00:00:00Z,1,2,1,6,4,5,0,pt,18,1,2,5,101.7791,12.92,1,0,FALSE,FALSE,F,FALSE
11339,"Cumpram com aquilo que o cliente solicita, especialmente porque se o cliente pede  não está a considerar outra alternativa para o seu almoço.",2023-03-16T00:00:00Z,0,46,0,12,0,0,0,pt,65,0,0,0,215.5,0,0,0,FALSE,FALSE,M,FALSE
383,sabor. frango seco e oleoso,2023-03-15T00:00:00Z,6,1,0,4,4,0,0,pt,10,0,0,1,69.27,6.23,0,0,TRUE,TRUE,M,FALSE
409,"pouco abacate, demasiado gengibre",2023-03-15T00:00:00Z,34,0,0,1,0,0,2,pt,0,3,0,2,18.565,5.14,0,0,FALSE,FALSE,F,TRUE
735,Parecia que não tinha sido feito hoje,2023-03-15T00:00:00Z,9,14,0,32,3,2,1,pt,4,62,4,4,350.765,14.33,3,0,FALSE,FALSE,M,FALSE
5119,"O Beef burger estava ótimo, mas o acompanhamento (Batatas + molho) nem por isso. Era uma quantidade pequena e o molho por vir dentro de uma embalagem quente não tinha a textura adequada (parecia um iogurte fora de prazo, leite azedo/coalhado).",2023-03-15T00:00:00Z,0,0,0,8,10,1,0,pt,31,0,0,6,220.24,15.11,0,0,TRUE,TRUE,M,FALSE
5447,Não de momento,2023-03-15T00:00:00Z,246,31,0,88,20,3,2,pt,143,35,1,5,986.7632,46.9,0,0,FALSE,FALSE,M,TRUE
7118,"Massa demasiado cozida, camarão demasiado cozido, completamente seco. muito pouco agradável para o palato. não voltarei a repetir a encomenda deste prato",2023-03-15T00:00:00Z,71,10,0,24,13,2,1,pt,61,0,0,17,351.545,37.02,0,0,TRUE,TRUE,0,TRUE
7582,Não apreciei o molho do hamburger nem o queijo utilizado,2023-03-15T00:00:00Z,0,0,0,12,1,1,2,pt,20,0,0,2,117.15,11.8,0,0,FALSE,FALSE,M,FALSE
387,"A massa não tinha sabor, a consistência das almôndegas era estranha",2023-03-14T00:00:00Z,2,0,0,5,0,1,0,pt,8,0,0,0,55.2,0,0,0,TRUE,TRUE,0,FALSE
447,"Não retirar a visibilidade do menu de almoço. Achei que o strogonoff era com frango e não com a carne que veio, e quando quis validar já não tinha o prato disponível para confirmar.",2023-03-14T00:00:00Z,0,0,0,0,0,0,0,pt,1,0,0,0,5.9,0,0,0,FALSE,FALSE,F,FALSE
4511,A comida não estava muito saborosa,2023-03-14T00:00:00Z,36,2,0,4,5,17,15,pt,43,0,0,2,269.11,1.59,0,0,TRUE,TRUE,M,TRUE
6077,O sabor... Insonsso,2023-03-14T00:00:00Z,0,13,0,8,3,0,2,pt,28,7,0,5,156.4702,15.15,0,2,TRUE,TRUE,F,FALSE
6887,alterar tipo de caixa de entrega para conservar melhor a temperatura,2023-03-14T00:00:00Z,31,0,0,4,0,0,1,pt,8,0,0,4,34.9,13.3,0,0,TRUE,TRUE,F,TRUE
412,Nada a assinalar.,2023-03-13T00:00:00Z,0,0,0,0,0,0,0,pt,0,1,0,0,5.9,0,0,0,TRUE,TRUE,M,FALSE
3063,Muito arroz pouco feijão,2023-03-13T00:00:00Z,0,0,0,0,0,0,0,pt,1,0,0,0,5.9,0,0,0,TRUE,TRUE,F,FALSE
3395,atraso na entrega. Muito demorada,2023-03-13T00:00:00Z,213,0,0,5,2,1,1,pt,10,0,0,2,63.97,6.64,0,0,FALSE,FALSE,F,TRUE
6873,O equilíbrio de sabores não era o mais agradável,2023-03-13T00:00:00Z,0,1,0,0,0,1,0,pt,2,0,0,0,7.7,0,0,0,TRUE,FALSE,F,FALSE
6926,Nao e muito saboroso,2023-03-13T00:00:00Z,3,205,0,48,43,7,21,pt,244,117,1,2,1558.9046,10.6,0,8,FALSE,FALSE,M,FALSE
8977,Personal opinion - simple rice is much better than rice with garlic or onion!,2023-03-13T00:00:00Z,0,1,0,80,21,4,17,en,90,43,9,0,783.25,0,8,6,FALSE,FALSE,M,FALSE
10644,As peças deviam ter todas peixe,2023-03-13T00:00:00Z,199,83,2,110,81,31,16,pt,380,35,0,25,2234.0314,153.06,0,0,TRUE,TRUE,0,TRUE
11472,Atraso na entrega do pedido,2023-03-13T00:00:00Z,7,4,0,2,0,2,0,pt,8,0,0,0,31.35,0,0,0,TRUE,TRUE,0,FALSE
570,O estafeta era antipático e houve um erro na plataforma.,2023-03-10T00:00:00Z,7,2,0,4,1,1,1,pt,14,0,0,1,86.7,3.9,0,0,TRUE,TRUE,F,FALSE
4903,A quantidade de comida não serve para uma refeição e o frango quase nem o vi!!!!,2023-03-10T00:00:00Z,14,27,0,51,32,19,10,pt,103,87,0,6,1214.99244,17.51,0,0,TRUE,TRUE,F,FALSE
5165,Sabor do arroz e pouca carne para o preço,2023-03-10T00:00:00Z,11,88,0,82,57,24,25,pt,373,0,0,10,2159.5079,46.77,0,0,TRUE,TRUE,0,FALSE
11293,Mais batatas e um furo na caixa para as manter estaladiças,2023-03-10T00:00:00Z,68,8,0,8,9,1,2,pt,38,0,1,2,209.51,24.49,0,0,TRUE,TRUE,0,TRUE
11752,poucas batatas e moles. bacon mal frito. nem senti cebola. demasiado pequeno,2023-03-10T00:00:00Z,0,0,0,14,9,5,2,pt,49,0,0,1,300.7,28.01,0,0,FALSE,FALSE,M,FALSE
359,"Na App marcava uma hora de chegada, e chegou quase 40 min depois dessa hora. E a comida já vinha fria.",2023-03-09T00:00:00Z,0,0,0,1,0,0,1,pt,0,2,0,0,14.8,0,0,0,TRUE,TRUE,M,FALSE
374,"trocaram o prato e eu avisei, mas não houve retorno, nao me importo pois o poke estava maravilhoso",2023-03-09T00:00:00Z,15,3,0,0,2,0,0,pt,5,0,0,2,11.92,15.13,0,0,FALSE,FALSE,F,FALSE
2376,a porçao estava mal distribuida,2023-03-09T00:00:00Z,6,16,0,17,5,1,0,pt,44,0,3,1,209.65,8.9,2,0,FALSE,TRUE,F,FALSE
5696,20/30 minutos atrasado.,2023-03-09T00:00:00Z,0,4,0,19,21,1,1,pt,73,0,0,4,397.5371,51.45,0,0,FALSE,FALSE,M,FALSE
9930,Gostei mas acho que ficava melhor sem as passas.,2023-03-09T00:00:00Z,119,1,0,7,7,9,1,pt,30,0,0,2,172.745,8.7,0,0,TRUE,TRUE,F,TRUE
442,colocar o nome (e não apenas o nº) na embalagem. útil quando há mais do que uma encomenda por instituição.,2023-03-08T00:00:00Z,0,10,0,1,1,3,0,pt,16,0,0,0,56.3,0,0,0,TRUE,TRUE,F,FALSE
506,O preço aumentou drasticamente,2023-03-08T00:00:00Z,118,6,0,1,3,0,0,pt,10,0,0,1,36.35,8.9,0,0,FALSE,FALSE,0,TRUE
532,"Na realidade aquilo não é pesto, quase que parece esparregado .",2023-03-08T00:00:00Z,0,2,0,6,2,3,0,pt,17,0,2,2,95.63,5.17,1,0,FALSE,FALSE,M,FALSE
689,Permitir agendar hora de entrega.,2023-03-08T00:00:00Z,0,1,0,1,0,0,0,pt,2,0,0,1,6.27,5.53,0,0,FALSE,FALSE,F,FALSE
1068,Quantidade de salmão extremamente reduzida,2023-03-08T00:00:00Z,16,0,0,4,4,1,0,pt,13,0,0,2,67.1,28.65,0,0,TRUE,TRUE,0,FALSE
6067,Peça de plástico dentro da comida,2023-03-08T00:00:00Z,5,175,0,133,98,34,24,pt,504,14,0,15,2650.09911,77.68,0,19,TRUE,TRUE,M,FALSE
6639,Chegou depois da hora prevista e a nível de sabor o meu prato estava muito fraco,2023-03-08T00:00:00Z,29,1,0,6,0,1,0,pt,10,0,0,0,60.45,0,0,0,FALSE,TRUE,M,FALSE
366,"It was tasteless. Noodles overdone, and not much flavor in chicken.",2023-03-07T00:00:00Z,97,2,0,2,1,0,0,pt,6,0,0,0,37.95,0,0,1,FALSE,FALSE,F,TRUE
549,Só entregou um dos pedidos e o meu colega não pode almoçar,2023-03-07T00:00:00Z,0,0,0,0,1,0,0,pt,1,0,0,1,4.45,4.45,0,0,TRUE,TRUE,M,FALSE
1996,"Not very , lack of almonds and seasoning",2023-03-07T00:00:00Z,2,0,0,2,0,0,0,en,4,0,2,0,23.6,0,1,0,FALSE,FALSE,M,FALSE
4194,Muito saboroso mas soube a pouco,2023-03-07T00:00:00Z,0,1,0,2,0,0,2,pt,6,0,0,0,33.45,0,0,0,FALSE,TRUE,0,FALSE
7122,Pouco sabor,2023-03-07T00:00:00Z,14,2,0,21,5,2,3,pt,39,2,0,5,267.9117,7.54,0,0,TRUE,TRUE,F,FALSE
11397,O sabor,2023-03-07T00:00:00Z,6,17,2,57,28,4,0,pt,116,14,3,32,707.3751,95.46,0,8,TRUE,TRUE,F,FALSE
375,"Melhorar o tempo de entrega, a comida vinha morna",2023-03-06T00:00:00Z,0,10,0,6,3,0,0,pt,20,1,1,0,86.9,0,2,0,TRUE,TRUE,0,FALSE
384,Foi depois do esperado,2023-03-06T00:00:00Z,108,0,0,8,0,0,0,pt,8,1,6,0,53.1,0,10,0,TRUE,TRUE,M,TRUE
408,"Estava cheio de óleo e enjoativo. Gordura a mais, não consegui comer",2023-03-06T00:00:00Z,3,1,0,10,3,2,0,pt,26,0,0,0,181.2,0,0,0,TRUE,TRUE,F,FALSE
904,"Meat soup not clearly labelled, main dish was lukewarm at best.",2023-03-06T00:00:00Z,3,32,0,0,0,15,14,pt,33,28,0,2,289.85,9.2,0,0,FALSE,FALSE,M,FALSE
1720,o caril é optimo. ficaria top se se acrescentasse mais valor nutricional ao prato juntando verduras e legumes :),2023-03-06T00:00:00Z,44,4,0,9,4,9,7,pt,34,3,0,3,233.985,6.41,0,0,FALSE,TRUE,F,TRUE
1742,Muito salgado,2023-03-06T00:00:00Z,259,0,0,8,2,4,1,pt,19,0,0,0,131.15,0,0,0,FALSE,FALSE,F,TRUE
9531,Excluir os coentros,2023-03-06T00:00:00Z,0,0,0,1,0,0,0,pt,1,0,0,0,7.4,0,0,0,TRUE,FALSE,M,FALSE
11053,"Muito saboroso, boas quantidades, mas esperava um pouco mais de legumes nos noodles.",2023-03-06T00:00:00Z,44,15,1,23,13,4,25,pt,83,3,0,19,466.0865,45.47,0,0,FALSE,TRUE,M,TRUE
11759,fora de tempo,2023-03-06T00:00:00Z,0,16,1,23,6,0,0,pt,69,0,0,1,279.06,29.88,0,0,FALSE,FALSE,M,FALSE
424,Por ser sopa esperávamos estar quente o que não aconteceu!,2023-03-03T00:00:00Z,0,2,0,0,0,1,0,pt,3,0,0,0,8.15,0,0,0,FALSE,FALSE,F,FALSE
488,Frango panado pouco crocante e ensopado em óleo,2023-03-03T00:00:00Z,271,0,0,2,0,1,3,pt,6,0,0,2,33.72,7.68,0,0,TRUE,TRUE,M,TRUE
565,A comida estava muito boa mas poderia estar mais quente,2023-03-03T00:00:00Z,14,5,0,38,5,3,3,pt,65,0,0,6,439.275,24.32,0,0,TRUE,TRUE,M,FALSE
1170,"A refeição estava fria, sei que se pode aquecer mas aqui no trabalho não tenho forma de o fazer!!",2023-03-03T00:00:00Z,3,21,0,13,4,5,3,pt,47,0,0,0,241.55,0,0,0,TRUE,TRUE,M,FALSE
2247,O sabor da massa.,2023-03-03T00:00:00Z,52,15,0,23,12,5,2,pt,63,0,0,3,365.8,15.3,0,0,FALSE,FALSE,F,TRUE
3067,"aumentar a variedade de pratos a 5,90",2023-03-03T00:00:00Z,3,5,0,89,35,59,19,pt,233,45,0,10,1676.425,40.32,0,0,TRUE,TRUE,M,FALSE
6037,Com excesso de sal para o meu gosto pessoal,2023-03-03T00:00:00Z,0,10,0,6,1,0,0,pt,24,0,0,0,112.8,0,0,5,TRUE,TRUE,F,FALSE
10978,Avisar às 13:13 que a entrega está atrasada é redundante,2023-03-03T00:00:00Z,25,253,1,69,97,31,40,pt,528,5,1,10,2318.4408,28.58,0,0,TRUE,TRUE,F,FALSE
11241,cumprirem os horarios de entregas,2023-03-03T00:00:00Z,0,12,0,14,5,1,1,pt,51,0,0,2,254.25,8.9,0,2,FALSE,FALSE,0,FALSE
381,"As batatas fritas estavam moles, talvez pelo transporte, mas não foi perfeito.",2023-03-02T00:00:00Z,7,1,0,3,0,1,0,pt,2,4,0,1,39.31,0.59,0,0,TRUE,TRUE,F,FALSE
4455,A massa excessivamente cozinhada e o sabor não era agradável. Ter maior atenção ao tempo de cozedura e temperos.,2023-03-02T00:00:00Z,35,1,0,5,5,2,2,pt,16,0,0,0,104.25,0,0,0,TRUE,TRUE,F,TRUE
4923,Sem sabor,2023-03-02T00:00:00Z,14,19,0,19,8,10,6,pt,81,0,0,3,473.77,5.83,0,0,TRUE,TRUE,F,FALSE
8008,Poucas gambas e pouco sabor,2023-03-02T00:00:00Z,1,3,0,25,30,5,9,pt,81,0,0,9,515.88,27.67,0,14,FALSE,TRUE,0,FALSE
8353,"Demorou 45 min, muito tempo",2023-03-02T00:00:00Z,0,1,0,8,9,5,0,pt,24,3,0,6,138.1,28.1,0,3,FALSE,FALSE,F,FALSE
8966,"A qualidade dos pratos qdo a Eat começou, olhando para os atuais, não tem comparação. Estão piores!",2023-03-02T00:00:00Z,5,0,0,26,7,1,2,pt,56,0,0,0,386.7,0,0,0,TRUE,TRUE,M,FALSE
580,1 hora de atraso em relação à previsão de entrega inicial,2023-03-01T00:00:00Z,0,1,0,12,0,0,0,en,24,0,0,1,160.7,2.4,0,0,FALSE,FALSE,M,FALSE
1563,Pouca quantidade,2023-03-01T00:00:00Z,1,10,0,5,2,1,0,pt,22,2,0,1,127.45,3.2,0,2,TRUE,TRUE,0,FALSE
2845,O tempero estava com um pouco de sal a mais.,2023-03-01T00:00:00Z,2,3,0,2,1,1,1,pt,8,1,0,0,48.7,0,0,0,FALSE,FALSE,F,FALSE
5098,Continuem assim,2023-03-01T00:00:00Z,292,3,0,0,4,1,0,pt,5,7,0,0,71.4,0,0,0,TRUE,TRUE,F,TRUE
5573,"Podiam fazer a recolha dos vossos recipientes na entrega da nova refeição de forma a podermos contribuir todos para um mundo mais sustentável. Assim, até podem optar por oferecer um desconto a quem entregar o recipiente da encomenda anterior - o cliente não acumula recipientes em casa; as caixas são reaproveitadas e a  reduz o uso de plástico e os gastos na compra de novas embalagens. , Eat Well (;",2023-03-01T00:00:00Z,13,0,0,13,1,5,0,pt,19,0,0,3,140.185,2.42,0,0,TRUE,TRUE,F,FALSE
7036,O salmão era muito pequenino,2023-03-01T00:00:00Z,2,16,0,12,27,17,11,pt,96,2,5,17,496.305,82.73,3,0,TRUE,FALSE,0,FALSE
7801,Cheguem a tempo por favor e com a comida ainda quente,2023-03-01T00:00:00Z,1,15,0,160,70,25,16,pt,332,3,1,2,1785.8,6.8,0,0,FALSE,FALSE,M,FALSE
8680,Excesso de gordura; excesso de polme para a quantidade de feango,2023-03-01T00:00:00Z,2,3,0,16,10,9,2,pt,61,0,0,0,405.5,0,0,0,TRUE,FALSE,F,FALSE
11432,Not a fan of vegetarian,2023-03-01T00:00:00Z,0,1,0,19,9,2,0,en,36,0,1,11,193.495,29.2,0,0,FALSE,FALSE,M,FALSE
405,Muito pouca quantidade para o preço do prato,2023-02-28T00:00:00Z,0,0,0,1,0,0,0,pt,1,0,0,0,7.4,0,0,0,FALSE,FALSE,0,FALSE
419,Call by phone when you leave the food ordered,2023-02-28T00:00:00Z,1,25,0,3,7,0,0,pt,26,11,0,0,144.35,0,0,0,FALSE,FALSE,F,FALSE
452,Melhorarem serviço de entrega e cumprir os prazos,2023-02-28T00:00:00Z,0,0,0,0,1,1,0,pt,3,0,0,0,20.7,0,0,0,FALSE,FALSE,F,FALSE
1160,Dificuldade em encontrar o local,2023-02-28T00:00:00Z,0,1,0,5,0,0,0,pt,7,0,0,1,42.95,2.9,0,0,FALSE,FALSE,F,FALSE
1473,O tempero não estava muito bom.,2023-02-28T00:00:00Z,55,0,0,6,0,0,0,pt,14,0,0,1,86.77,4.83,0,0,TRUE,TRUE,F,TRUE
2299,O molho era insuficiente para a massa. A maior parte da massa ficava seca,2023-02-28T00:00:00Z,41,3,0,5,4,12,7,pt,6,27,1,2,202.72,12.8,0,0,FALSE,TRUE,0,TRUE
3001,Devia ter mais legumes e menos arroz.,2023-02-28T00:00:00Z,51,12,0,7,7,2,2,pt,27,21,0,0,282.3,0,0,0,TRUE,TRUE,F,TRUE
3016,Veio com as amêndoas queimadas,2023-02-28T00:00:00Z,0,6,0,12,5,2,2,pt,21,12,1,2,169.745,25.6,0,0,FALSE,FALSE,F,FALSE
6500,All my colleagues used to order of  when the price was reasonable maybe you should have some cheaper options as well. Maybe a menu under 7.50 euros,2023-02-28T00:00:00Z,0,19,0,0,20,2,12,en,53,0,0,5,220.81,44.19,0,0,FALSE,FALSE,0,FALSE
4358,Got the chicken lasagna cold but was very good :D,2023-02-27T00:00:00Z,4,21,0,40,5,5,1,en,79,2,0,3,495.02,11.93,0,0,TRUE,TRUE,M,FALSE
6126,"The deliever man didnt find my appartment, was lost for about 10 min, had to meet him in another point (talked on the phone with him)",2023-02-27T00:00:00Z,143,17,0,8,1,7,3,pt,34,18,1,4,262.87,13.75,0,0,FALSE,TRUE,F,TRUE
6490,more diversity and health meals,2023-02-27T00:00:00Z,29,84,0,109,32,10,4,en,268,0,0,21,1309.8225,55.23,0,0,TRUE,TRUE,F,FALSE
395,Entrega muito atrasada,2023-02-24T00:00:00Z,0,0,0,0,1,0,0,pt,1,0,0,0,8.9,0,0,0,FALSE,FALSE,F,FALSE
855,Não estava tão saboroso como habitualmente,2023-02-24T00:00:00Z,0,2,0,1,0,0,0,pt,0,5,0,0,28.2,0,0,0,TRUE,TRUE,F,FALSE
898,5 ESTRELAS,2023-02-24T00:00:00Z,7,110,0,20,23,0,0,pt,161,0,1,0,139.25,0,0,0,TRUE,TRUE,F,FALSE
1097,Uma hora de atraso!,2023-02-24T00:00:00Z,7,145,0,26,8,0,0,pt,222,0,1,0,0,0,0,0,TRUE,TRUE,M,FALSE
1778,.,2023-02-24T00:00:00Z,67,40,0,25,6,6,0,en,98,8,0,5,555.97,24.78,0,0,TRUE,TRUE,F,TRUE
2386,acho que há problemas com as entregas,2023-02-24T00:00:00Z,0,3,0,0,1,0,0,pt,0,5,0,0,23.9,0,0,0,TRUE,TRUE,F,FALSE
3853,"Apenas que visse um bocadinho mais de salmão, mas estava maravilhoso.",2023-02-24T00:00:00Z,20,6,0,0,62,26,35,pt,114,15,0,14,813.945,68.3,0,0,FALSE,FALSE,F,FALSE
5056,Tempo de entrega. Qualidade da comida.,2023-02-24T00:00:00Z,308,2,0,13,6,1,4,pt,26,5,0,9,182.3606,26.9,0,0,TRUE,TRUE,M,TRUE
8388,"Neste caso, apenas um pouco mais de quantidade. De resto, perfeito",2023-02-24T00:00:00Z,0,0,0,7,0,0,0,pt,10,0,0,1,65.6,2,0,0,TRUE,TRUE,M,FALSE
11765,Dei 3 mas isto é para valores negativos. Não parecia lasanha pois nem se sentia a massa nem estava gratinado. Parece que alguém cozinhou um monte de coisas e colocou dentro da caixa. Muito mais para ser verdade,2023-02-24T00:00:00Z,0,318,4,148,196,86,81,pt,1028,42,5,22,454.3,3117.75,0,0,TRUE,TRUE,0,FALSE
396,Not the best quality,2023-02-23T00:00:00Z,12,2,0,1,0,1,0,pt,4,0,0,0,15.9,0,0,0,FALSE,FALSE,M,FALSE
397,"Sim, as cenouras não estavam bem lavadas, tendo ainda detritos rijos que são desagradáveis ao trincar. A comida não vinha quente o suficiente.",2023-02-23T00:00:00Z,60,0,0,2,0,0,0,pt,2,0,0,2,9.91,4.39,0,0,TRUE,TRUE,F,TRUE
404,"Sugestão: indicar o tempo de aquecimento adequado a cada prato. No caso do cuzcuz o tempo deveria ser inferior ao normal, para se apreciar devidamente a refeição. Fica a dica!",2023-02-23T00:00:00Z,20,1,0,6,2,6,1,pt,17,0,0,5,104.239,13.67,0,0,TRUE,TRUE,F,FALSE
1412,Mais opções vegan durante a semana :),2023-02-23T00:00:00Z,1,25,0,0,0,4,22,pt,51,0,1,0,0,0,0,0,FALSE,FALSE,0,FALSE
1787,Veio com poucos legumes e muito arroz,2023-02-23T00:00:00Z,39,7,0,5,6,1,0,pt,24,0,0,2,128.7,22.4,0,0,FALSE,FALSE,M,TRUE
4791,Almôndegas muito secas.,2023-02-23T00:00:00Z,5,26,0,25,23,13,4,pt,103,1,0,1,589,3.4,0,0,TRUE,TRUE,F,FALSE
468,Cut potatos in to quarters,2023-02-22T00:00:00Z,48,1,0,4,1,2,0,pt,9,0,0,2,38.41,23.19,0,0,FALSE,FALSE,M,TRUE
902,Deliver on time and add more salt,2023-02-22T00:00:00Z,42,3,0,1,1,3,0,en,11,0,0,0,63.25,0,0,0,FALSE,FALSE,M,TRUE
1354,Demora na entrega,2023-02-22T00:00:00Z,0,31,0,0,28,16,12,pt,87,0,0,2,449.95,26.25,0,0,TRUE,TRUE,0,FALSE
1434,a dose era manifestamente ... pequena,2023-02-22T00:00:00Z,0,2,0,6,3,2,1,pt,19,2,0,2,138.16,9.09,0,0,TRUE,TRUE,M,FALSE
1480,As lentilhas estavam quase cruas.,2023-02-22T00:00:00Z,1,9,0,58,11,44,26,pt,185,0,1,0,1286.87,0,0,0,FALSE,FALSE,0,FALSE
7592,Pouco sabor / pouco sal,2023-02-22T00:00:00Z,0,4,0,4,7,1,0,pt,16,0,0,0,84.8,0,0,0,FALSE,TRUE,F,FALSE
10513,Panados de frango com muito óleo.,2023-02-22T00:00:00Z,8,7,0,55,15,0,2,pt,100,0,0,1,613.2,0.9,0,0,TRUE,TRUE,F,FALSE
11516,.,2023-02-22T00:00:00Z,1,52,7,105,20,8,1,pt,200,16,0,4,1233.6416,60.7,0,7,FALSE,FALSE,F,FALSE
456,"Usar sal, ou enviar para que a pessoa consiga usar. Ou talvez perceber se as pessoas o podem comer e temperar consoante o que o cliente necessita",2023-02-21T00:00:00Z,0,0,0,1,0,0,0,pt,1,0,0,1,2.22,5.18,0,0,FALSE,FALSE,F,FALSE
460,Burrito tinha demasiado queijo,2023-02-21T00:00:00Z,6,0,0,26,13,4,1,pt,49,4,9,0,314.7,0,10,7,TRUE,TRUE,M,FALSE
2655,5*s 👍,2023-02-21T00:00:00Z,0,10,0,28,7,5,3,pt,55,0,0,0,346.8,0,0,0,TRUE,TRUE,F,FALSE
3121,.,2023-02-21T00:00:00Z,10,36,0,13,15,1,0,pt,58,41,0,5,520.4,24.3,0,1,FALSE,FALSE,F,FALSE
5314,Sabor,2023-02-21T00:00:00Z,0,8,0,8,13,1,3,pt,36,0,0,7,180.93355,19.12,0,0,TRUE,TRUE,0,FALSE
401,"O sumo é maravilhoso, mas tendo em conta a quantidade, é extremamente caro. Sugiro que o preço seja ajustado à quantidade de sumo. Só o encomendei porque tive 50% de desconto no prato principal.",2023-02-20T00:00:00Z,16,1,0,0,0,7,5,pt,13,0,0,4,69.75,9.45,0,0,TRUE,TRUE,F,FALSE
435,Pouco sabor,2023-02-20T00:00:00Z,23,8,0,9,2,0,0,pt,22,3,0,0,151.2,0,0,0,TRUE,TRUE,F,FALSE
436,Algumas batatas estavam mal cozidas.,2023-02-20T00:00:00Z,1,0,0,2,1,0,0,pt,2,6,0,0,56.2,0,0,2,TRUE,TRUE,F,FALSE
1606,Nao tinha muito sabor e quantidade pouca.,2023-02-20T00:00:00Z,2,9,0,64,8,10,5,pt,117,0,1,0,524.55,0,0,0,FALSE,FALSE,F,FALSE
3966,"Pf usem fruta (manga) madura, a experiência não se compara. A manga hoje estava tão verde que, além de esbranquiçada, era dura/crocante..",2023-02-20T00:00:00Z,2,9,0,143,129,78,63,pt,549,6,0,14,3298.875,578.7,0,0,FALSE,TRUE,M,FALSE
7039,Achei o prato um pouco enjoativo. Muita mistura de temperos.,2023-02-20T00:00:00Z,0,14,0,7,14,2,2,pt,43,0,0,2,232.642,4,0,1,TRUE,TRUE,F,FALSE
11600,"Menos molho ou molho à parte, nem toda a gente gosta",2023-02-20T00:00:00Z,4,2,0,90,80,18,1,pt,226,0,2,8,1418.305,29.89,0,7,TRUE,TRUE,F,FALSE
721,Menos arroz e mais gambas,2023-02-17T00:00:00Z,83,1,0,3,5,2,0,pt,14,0,0,5,65.91,35.75,0,0,FALSE,FALSE,F,TRUE
823,"Estava um pouco picante,",2023-02-17T00:00:00Z,27,17,0,19,30,1,1,pt,75,0,5,1,376.615,0.73,4,0,TRUE,TRUE,M,FALSE
8410,Apenas não gostei do recheio. Devia estar optimo para outras pessoas.,2023-02-17T00:00:00Z,0,0,0,23,8,3,1,pt,47,0,0,1,305.4,0.5,0,0,TRUE,TRUE,0,FALSE
3701,Really good. I would only ease a little bit on the onion,2023-02-16T00:00:00Z,8,15,0,27,4,1,0,en,61,3,0,4,343.375,20.53,0,0,TRUE,TRUE,0,FALSE
6291,"Colocar algum dos elementos com um sabor menos intenso, porque tento os legumes, como as almôndegas e os cuzcuz tinham sabores muito intensos",2023-02-16T00:00:00Z,0,9,0,20,8,2,5,pt,54,2,0,6,267.72,63.12,0,0,FALSE,FALSE,F,FALSE
7177,Alternativa ao plástico descartável ou sistema de retorno das embalagens seria ótimo (mas é compreensível que não seja fácil de implementar mantendo os preços praticados)  :),2023-02-16T00:00:00Z,18,0,0,2,0,2,1,pt,10,0,0,1,62.5,0.5,0,0,TRUE,TRUE,F,FALSE
7949,horario de entrega mais cedo tanto para o almoço como para o jantar,2023-02-16T00:00:00Z,0,2,0,4,2,1,1,pt,6,6,2,0,67.8,0,1,0,FALSE,FALSE,M,FALSE
653,Nada a apontar,2023-02-15T00:00:00Z,98,2,0,2,0,0,0,pt,5,0,0,2,11.29,13.31,0,0,TRUE,TRUE,F,TRUE
743,food taste,2023-02-15T00:00:00Z,7,38,0,9,5,1,0,en,59,0,1,0,0,0,0,0,FALSE,FALSE,F,FALSE
748,Very wet and not very flavourful,2023-02-15T00:00:00Z,14,57,0,16,3,1,0,en,88,0,1,0,0,0,0,0,FALSE,FALSE,F,FALSE
832,"Barely no tomato sauce, plastic cheese and chicken was not well seasoned. Overall bad parmigiana",2023-02-15T00:00:00Z,0,0,0,1,0,0,0,pt,7,0,2,2,38.29,6.01,3,0,FALSE,FALSE,M,FALSE
864,I just did not think it was as good as the other dishes ive eaten,2023-02-15T00:00:00Z,5,1,0,20,11,2,0,en,45,0,7,2,276.98,3.42,6,0,TRUE,TRUE,0,FALSE
1575,taste,2023-02-15T00:00:00Z,8,1,0,13,3,3,1,en,25,0,0,3,156.795,12.91,0,0,FALSE,FALSE,0,FALSE
1851,"Demasiado molho de tomate, sabor muito industrializado.",2023-02-15T00:00:00Z,0,3,0,24,9,3,0,pt,45,0,0,0,325.15,0,0,0,FALSE,FALSE,M,FALSE
