customerId,comment,lastOrder,CurrentData,Churn?
1078,As batatas não estavam bem cozidas,2024-01-03,27/01/2024,FALSE
1079,"Podiam fazer a recolha dos vossos recipientes na entrega da nova refeição de forma a podermos contribuir todos para um mundo mais sustentável. Assim, até podem optar por oferecer um desconto a quem entregar o recipiente da encomenda anterior - o cliente não acumula recipientes em casa; as caixas são reaproveitadas e a  reduz o uso de plástico e os gastos na compra de novas embalagens. , Eat Well (;",2024-01-03,27/01/2024,FALSE
1080,coentros!!!,2024-01-03,27/01/2024,FALSE
1081,A carne estava demasiado dura,2024-01-03,27/01/2024,FALSE
1082,It has been late 2 days in a row,2024-01-03,27/01/2024,FALSE
1083,"A caixa com o miolo vinha aberta e espalhou-se pelo prato todo, ficando assim o prato demasiado enjoativo",2024-01-03,27/01/2024,FALSE
1084,o puré era muito doce,2024-01-03,27/01/2024,FALSE
1085,O prato não correspondia ao prato que escolhi e paguei.,2024-01-03,27/01/2024,FALSE
1086,Bland flavour,2024-01-02,27/01/2024,FALSE
1087,O prato não era o que tinha pedido inicialmente mas houve um erro e foi a alternativa possível :(,2024-01-02,27/01/2024,FALSE
1088,"Arroz seco e colado,parece já ter sido feito há algum tempo. Os cogumelos também estavam secos. Prato muito sem sabor",2024-01-02,27/01/2024,FALSE
1089,Só chegou às 13.50,2024-01-02,27/01/2024,FALSE
1090,.,2024-01-02,27/01/2024,FALSE
1091,"Refeição fria, comida empapada, sabor amargo. Já comi antes e o sabor era diferente",2024-01-02,27/01/2024,FALSE
1092,was a little over my lunch hour,2024-01-02,27/01/2024,FALSE
1093,"Nada a apontar, tudo ótimo. Obrigada",2024-01-02,27/01/2024,FALSE
1094,O atraso na entega,2024-01-02,27/01/2024,FALSE
1095,"mais molho, menos arroz",2024-01-02,27/01/2024,FALSE
1096,As sopas entornaram-se e fiquei apenas com uma sopa.,2024-01-02,27/01/2024,FALSE
1097,.,2024-01-02,27/01/2024,FALSE
1098,"Sim, por favor, coloquem o nome da pessoa na caixa. Numa empresa que recebe várias encomendas torna-se confuso. Obrigada.",2024-01-02,27/01/2024,FALSE
1099,Atraso na entrega,2024-01-02,27/01/2024,FALSE
1100,Qualidade da carne,2024-01-02,27/01/2024,FALSE
1101,Frango com muito óleo,2024-01-02,27/01/2024,FALSE
1102,Adocicado,2024-01-02,27/01/2024,FALSE
1103,PROMOCIONAIS...,2023-12-29,27/01/2024,FALSE
1104,Estava outra vez fria,2023-12-29,27/01/2024,FALSE
1105,Nada a assinalar.,2023-12-29,27/01/2024,FALSE
1106,Na,2023-12-29,27/01/2024,FALSE
1107,tudo ok esta boa e saborosa,2023-12-29,27/01/2024,FALSE
1108,Comida chegou fria,2023-12-29,27/01/2024,FALSE
1109,Nunca entregam a porta,2023-12-29,27/01/2024,FALSE
1110,O valor da entrada é cara para o que incluí,2023-12-29,27/01/2024,FALSE
1111,o motorista andou perdido,2023-12-29,27/01/2024,FALSE
1112,Muito pouca quantidade de ovo e brócolos,2023-12-29,27/01/2024,FALSE
1113,Nao sei,2023-12-29,27/01/2024,FALSE
1114,"Quando encomendei este prato no passado tudo correu bem, mas desta vez o bacalhau que veio na comida era apenas a pele do bacalhau com a fina camada de peixe que vem agarrada à pele. A massa estava ok, mas não compensa pagar para comer só a pele do bacalhau. É uma pena, porque apesar da receita ser simples e boa, este é um prato que eu já não vou arriscar pedir, e não vou recomendar a ninguém.",2023-12-29,27/01/2024,FALSE
1115,"O puré tinha um sabor estranho, não sei se pela qualidade da batata!",2023-12-29,27/01/2024,FALSE
1116,Pouca quantidade,2023-12-29,27/01/2024,FALSE
1117,Podia ter mais batatas fritas,2023-12-29,27/01/2024,FALSE
1118,sem sabor,2023-12-29,27/01/2024,FALSE
1119,Trazia muito poucos bróculos,2023-12-29,27/01/2024,FALSE
1120,"Trazia pouca comida, recentemente nao vem indicado o peso nas embalagens... Gostaria de manter essa informação e que fosse real, necessito manter uma dieta adequeada e algumas caixas parecem trazer peso inferior.",2023-12-29,27/01/2024,FALSE
1121,Muito Atrasado,2023-12-29,27/01/2024,FALSE
1122,A qualidade da comida tem vindo a decrescer drásticamente,2023-12-29,27/01/2024,FALSE
1123,hoje o frango vinha envolto em muita gordura,2023-12-29,27/01/2024,FALSE
1124,não tinha o meu pedido,2023-12-29,27/01/2024,FALSE
1125,Salgado,2023-12-29,27/01/2024,FALSE
1126,Nao é dos meus pratos favoritos; Fica seca..,2023-12-29,27/01/2024,FALSE
1127,"Pouco sabor, pouco tempo",2023-12-29,27/01/2024,FALSE
1128,O salmão era muito pequenino,2023-12-29,27/01/2024,FALSE
1129,Tempo de entrega. Qualidade da comida,2023-12-29,27/01/2024,FALSE
1130,Recebi o mail de entrega 15 min antes da entrega pq a menina não leu a morada como deve ser e teimava que estava no sítio certo. Quando finalmente tocou à campainha foi antipática e mal-educada.,2023-12-29,27/01/2024,FALSE
1131,Uma das doses de rosbife a quantidade de carne era manifestamente insuficiente (apenas um pequeno pedaço que nem a 1 fatia correspondia),2023-12-29,27/01/2024,FALSE
1132,"Pouca carne pouco saber, não sabia a maracujá estava muito seco",2023-12-28,27/01/2024,FALSE
1133,"O hambúrguer não era como esperado. Tinha uma tira quase inexistente de bacon, é praticamente sem queijo. Não veio molho de ervas para as batatas conforme indicado",2023-12-28,27/01/2024,FALSE
1134,A posta de salmão era do tamanho de duas colheres de sopa,2023-12-28,27/01/2024,FALSE
1135,Trocaram Mini Bowl de Mozzarella e Pesto por sopa,2023-12-28,27/01/2024,FALSE
1136,A sobremesa não estava como é normal,2023-12-28,27/01/2024,FALSE
1137,A entrega demorou mais do que o previsto e foi marcada como entregue muito antes de chegar. Deixando em duvida se chegaria,2023-12-28,27/01/2024,FALSE
1138,É uma questão de gosto.,2023-12-28,27/01/2024,FALSE
1139,Entrega fora do horário habitual,2023-12-28,27/01/2024,FALSE
1140,Miseravelmente poucos legumes. Demasiado arroz,2023-12-28,27/01/2024,FALSE
1141,"A comida teve que ser reaquecida no microondas. Principalmente o frango panado perde com isso, pois deixa de ter crocância...",2023-12-28,27/01/2024,FALSE
1142,O Poke estava ótimo mas esqueceram-se de colocar o molho..,2023-12-28,27/01/2024,FALSE
1143,Não senti o molho maracujá.,2023-12-28,27/01/2024,FALSE
1144,No,2023-12-28,27/01/2024,FALSE
1145,Atraso grande,2023-12-28,27/01/2024,FALSE
1146,Frango bem tenro e nada seco. muito bom,2023-12-28,27/01/2024,FALSE
1147,Atrasou-se bastante,2023-12-28,27/01/2024,FALSE
1148,O porco estava um pouco seco,2023-12-28,27/01/2024,FALSE
1149,Sabor estranho e comida fria,2023-12-28,27/01/2024,FALSE
1150,Refeições sem gluten,2023-12-28,27/01/2024,FALSE
1151,"para mim a refeição (de hoje e de ontem) tinha um bocadinho de sal a mais, por isso reduzia um pouco  sal",2023-12-28,27/01/2024,FALSE
1152,Maria João,2023-12-28,27/01/2024,FALSE
1153,Pouco camarão,2023-12-28,27/01/2024,FALSE
1154,"Ao contrário de diversas vezes que pedi no passado, desta vez o caril estava sem sabor.",2023-12-28,27/01/2024,FALSE
1155,Massa e legumes crus,2023-12-27,27/01/2024,TRUE
1156,Não esquecer de actualizar o url para o form no email automatico. O typeform agora indica que ha um redirect. http://url8994..com/ls/click?upn=ldHAaz-2Bcs8rkil9TQwvzGR8f6PZ-2BJaXdD38W6YdCqN4k6-2B8dH2iocrB43IPG5AT-2BBHvSr2YH421r6Zv2oNLTnZb-2BeIMR0codkNLtfuW085u0RiMl9Ggl-2Bq4dHxsnQIftGPS1XTrBInA-2F28WVXUngwUa2RRjF9dyzlgug86SxoedHiBpZ13ro8c2wosd-2FQdinGgdQVjNcuTsZRJb6tU0ccG-2F6pFDguqUgTgkpKPyOf-2FtpBsoeP6jTJ5LnIJChZvsXpgMA1qPZIkp8AabAbF7-2Fcg-3D-3D-RrT_clChNa5lFuz-2B3uI7UzEYxGfaWKk-2FjCesmrHkpuMC-2F2PXuEfOjdI5QnOO67MAws1kVabCc1WZw9h2dncfHfLFk0a4IL-2FH1FCXozXYQaWge9nog3PTomlRSl23J4wQeJz4xgJv4NQwRvXG5V8Ff0U44XmbI-2FD2AVhpDVq-2FV-2BlRQlfYlRsKdtrqMRCC37D-2Bk2YPUyFn7fgQScfCx2qkzIMt1bQdc5A6y1H-2BzObJPDkZbc6u7dgvqrLbMV680nHPYqPf1hiWlSKbWZno5Qqmkuh5nT98e8mwYzqYo7npkrynEQM7lW3mkafbk50TZ-2FSFiDovH2UTzsbCyR2waaP6GA11feWncGoT-2F-2BNIOgciLJPOCzmhvhgYHc1aF7e-2BcOHIu43d,2023-12-27,27/01/2024,TRUE
1157,A quantidade,2023-12-27,27/01/2024,TRUE
1158,"Comida sem qualquer tempero, sem sal, sem picante e tudo demasiado cozido. Péssima qualidade. Sou cliente quase desde o início e é pena que a qualidade venha a piorar de encomenda para encomenda",2023-12-27,27/01/2024,TRUE
1159,Tinha pimenta ou picante,2023-12-27,27/01/2024,TRUE
1160,"atraso, acho que o horário das 20h30-21h já é tardio 21h20 já tinha jantado outra coisa...",2023-12-27,27/01/2024,TRUE
1161,Nada de especial em termos de sabor.,2023-12-27,27/01/2024,TRUE
1162,Sofreu um pequeno atraso,2023-12-27,27/01/2024,TRUE
1163,Mais comida,2023-12-27,27/01/2024,TRUE
1164,"Poderia ser mais consistente, sem tanto molho. Fora este pormenor, estava deliciosa.",2023-12-27,27/01/2024,TRUE
1165,Just great,2023-12-27,27/01/2024,TRUE
1166,"Pessoalmente não gostei muito da lasanha, mas não quer dizer que estivesse má, é apenas um gosto pessoal.",2023-12-27,27/01/2024,TRUE
1167,Colocar o nome do cliente na embalagem ( várias entregas no mesmo.local com clientes diferentes),2023-12-27,27/01/2024,TRUE
1168,A refeição não foi entregue,2023-12-27,27/01/2024,TRUE
1169,"Não entregaram os talheres, que foram pagos e a comida além de fria, não tinha ouvi mexido",2023-12-27,27/01/2024,TRUE
1170,Não veio.,2023-12-27,27/01/2024,TRUE
1171,As batatas estavam cruas :( O rosbife estava bom,2023-12-27,27/01/2024,TRUE
1172,Não veio o sumo 😞,2023-12-27,27/01/2024,TRUE
1173,O panado era muito gorduroso! :/,2023-12-26,27/01/2024,TRUE
1174,Atraso comida muito fria,2023-12-26,27/01/2024,TRUE
1175,A comida estava oleosa,2023-12-26,27/01/2024,TRUE
1176,"Comida fria, atraso enorme na entrega (novamente) e parecia que tinha sido cozinhado há 2 dias",2023-12-22,27/01/2024,TRUE
1177,menos sal,2023-12-22,27/01/2024,TRUE
1178,Intragável,2023-12-22,27/01/2024,TRUE
1179,Muito bom,2023-12-22,27/01/2024,TRUE
1180,"Quase que não tinha alheira , muito poucos cogumelos",2023-12-22,27/01/2024,TRUE
1181,"Ultimamente os pratos com arroz branco têm o arroz muito insonso. Não sei se é opção explícita, mas na minha opinião podiam ter mais sal - só no arroz. Obrigado!",2023-12-22,27/01/2024,TRUE
1182,batatas mal cozidas,2023-12-22,27/01/2024,TRUE
1183,"Não senti o gosto do bacalhau, tinham mais broas e batatas e quase nada de bacalhau",2023-12-22,27/01/2024,TRUE
1184,"Entrega bem mais rápida que o habitual, props ao estafeta!",2023-12-22,27/01/2024,TRUE
1185,"Apesar de enviarem um SMS com atraso já se torna frequente os atrasos. Além disso, o estafeta nunca pede desculpa pelo atraso e normalmente nem boa tarde diz. Embalagens mais ecológicas! É possível?",2023-12-22,27/01/2024,TRUE
1186,Passei mal com a comida,2023-12-22,27/01/2024,TRUE
1187,The food is always delicious,2023-12-22,27/01/2024,TRUE
1188,"Em relação ás quantidades, eram muitas batatas e pouca verdura, bem como poderia ter mais uma fatia de carne. No entanto a qualidade/paladar estavam excelentes.",2023-12-22,27/01/2024,TRUE
1189,-,2023-12-22,27/01/2024,TRUE
1190,Menos molho,2023-12-21,27/01/2024,TRUE
1191,Chegou 13:10h era importante serem mais pontuais porque por vezes tenho reuniões e pouco tempo para almoçar,2023-12-21,27/01/2024,TRUE
1192,Não estava caramelizado,2023-12-21,27/01/2024,TRUE
1193,"Sabor banal, não dá vontade de pagar por este prato.",2023-12-21,27/01/2024,TRUE
1194,More patatoes,2023-12-21,27/01/2024,TRUE
1195,"muito bom, excelente carne e bons temperos no pão",2023-12-21,27/01/2024,TRUE
1196,Demasiada batata,2023-12-21,27/01/2024,TRUE
1197,Entrega atrasada 1h,2023-12-21,27/01/2024,TRUE
1198,Demasiada gordura,2023-12-21,27/01/2024,TRUE
1199,"Sim, tenho, mais uma vez fiquei com fome... as caixas são pequenas e não veem cheias",2023-12-21,27/01/2024,TRUE
1200,Mais opções,2023-12-21,27/01/2024,TRUE
1201,estava frio. o molho estava demasiado ácido e com sabor a pimentos,2023-12-21,27/01/2024,TRUE
1202,"Não recebi o almoço encomendado, veio outra coisa",2023-12-21,27/01/2024,TRUE
1203,Mais legumes e menos couscus,2023-12-21,27/01/2024,TRUE
1204,A comida tinha um cabelo e uma pedra,2023-12-21,27/01/2024,TRUE
1205,A HORA DA ENTREGA,2023-12-21,27/01/2024,TRUE
1206,"Comida saborosa, como sempre, no entanto neste caso acho que vinha pouca verdura.",2023-12-21,27/01/2024,TRUE
1207,"O hamburger estava bom, mas frio",2023-12-21,27/01/2024,TRUE
1208,Mais quantidade de comida!,2023-12-21,27/01/2024,TRUE
1209,Recebi o prato errado. Pedi salmão e foi entregue gambas,2023-12-21,27/01/2024,TRUE
1210,hora da entrega,2023-12-21,27/01/2024,TRUE
1211,"Pouco sabor no geral, muitos espinafres e pouco bacalhau. Não gostei.",2023-12-21,27/01/2024,TRUE
1212,A quantidade era pouca. Havia muito gordura na vitela e estava tudo embebido em molho.,2023-12-21,27/01/2024,TRUE
1213,Nada a dizer,2023-12-20,27/01/2024,TRUE
1214,Não gostei do sabor,2023-12-20,27/01/2024,TRUE
1215,prato muito pesado/denso,2023-12-20,27/01/2024,TRUE
1216,O pedido atrasou,2023-12-20,27/01/2024,TRUE
1217,"Pouco sabor, totalmente sem graça",2023-12-20,27/01/2024,TRUE
1218,O bacon estava um pouco queimado e a massa tinha pouco queijo,2023-12-20,27/01/2024,TRUE
1219,"Ao contrário do que é habitual, a caixa vinha meia aberta e partida. Parecia ter caído no chão e que parte da comida saiu. Feijão nem vê-lo. Apenas arroz misturado com choco e camarão.",2023-12-20,27/01/2024,TRUE
1220,A carne parecia seca.,2023-12-20,27/01/2024,TRUE
1221,Re-usable food containers,2023-12-20,27/01/2024,TRUE
1222,Podiam entregar com saco.,2023-12-20,27/01/2024,TRUE
1223,"Comida extremamente salgada, salmão em pouca quantidade",2023-12-20,27/01/2024,TRUE
1224,Muito salgado,2023-12-20,27/01/2024,TRUE
1225,Frango seco,2023-12-20,27/01/2024,TRUE
1226,"Podia só trazer mais salmão, mas o prato é muito bom!",2023-12-20,27/01/2024,TRUE
1227,Comida muito seca e sem sabor,2023-12-20,27/01/2024,TRUE
1228,Estava com muito líquido e a massa estava muito mole,2023-12-20,27/01/2024,TRUE
1229,Demasiado espinafre e seco,2023-12-20,27/01/2024,TRUE
1230,"a feijoada estava seca, faltava um pouco de caldo. Mas o sabor estava ótimo,",2023-12-20,27/01/2024,TRUE
1231,"Quantidade, um pouco mais",2023-12-20,27/01/2024,TRUE
1232,"Em relação ao arroz, sugiro que seja proposto a opção de pedir um pacotinho de sal para quem queira mais salgado.",2023-12-20,27/01/2024,TRUE
1233,Nada em particular,2023-12-20,27/01/2024,TRUE
1234,"Bom de sabor, mas demasiado liquida.",2023-12-20,27/01/2024,TRUE
1235,"Sempre foi dos meus pratos favoritos. E sempre teve ótimo. Infelizmente hoje, o frango estava muito sem sabor, bastante mole e empapado. Também a embalagem que costuma vir bastante bem apresentada e o frango bem colocado por cima do arroz, hoje vinha tudo embrulhado e virado uns bocados para cima e outros para baixo. Má apresentação e mau sabor.",2023-12-20,27/01/2024,TRUE
1236,Podia chegar mais cedo como antes.,2023-12-20,27/01/2024,TRUE
1237,Encomenda incompleta com artigo de substituiçao que não era do meu agrado. Não me foi dada qualquer explicaçao para o que aconteceu.,2023-12-20,27/01/2024,TRUE
1238,A quantidade de feijão verde  é absurda (1 feijão por dose) e quantidade de bife também deixa a desejar. Bom sabor.,2023-12-19,27/01/2024,TRUE
1239,quase não trazia espinafres,2023-12-19,27/01/2024,TRUE
1240,.,2023-12-19,27/01/2024,TRUE
1241,pessima qualidsade,2023-12-19,27/01/2024,TRUE
1242,"Não estava servido como habitualmente. Pouca carna, muito molho e arroz, legumes praticamente inexistentes :(",2023-12-19,27/01/2024,TRUE
1243,Não tem grande sabor,2023-12-19,27/01/2024,TRUE
1244,não chegou a horas e não o comi,2023-12-19,27/01/2024,TRUE
1245,Entrega demorada e comida pouco saborosa! De uns tempos para cá o serviço está a ficar pior!,2023-12-19,27/01/2024,TRUE
1246,grande atraso,2023-12-19,27/01/2024,TRUE
1247,Praticamente não tinha espinafres,2023-12-19,27/01/2024,TRUE
1248,Atrasou muito,2023-12-19,27/01/2024,TRUE
1249,Recebemos uma mensagem a dizer que já tinha chegado mas não aconteceu e já chegou um pouco depois da 13h,2023-12-19,27/01/2024,TRUE
1250,"Pouco sabor, desinteressante.",2023-12-19,27/01/2024,TRUE
1251,A carne era quase imperceptíel,2023-12-19,27/01/2024,TRUE
1252,camarões com casca e abacate preto,2023-12-19,27/01/2024,TRUE
1253,preço elevado para a quantidade servida,2023-12-19,27/01/2024,TRUE
1254,"Foram vários os contactos com o support, porque a informação na aplicação não estava devidamente actualizada. Foram várias as alterações de tempo de espera.",2023-12-19,27/01/2024,TRUE
1255,.,2023-12-19,27/01/2024,TRUE
1256,"Frio, pouca quantidade",2023-12-19,27/01/2024,TRUE
1257,Frango panado pouco crocante e ensopado em óleo,2023-12-19,27/01/2024,TRUE
1258,"Sugestão: indicar o tempo de aquecimento adequado a cada prato. No caso do cuzcuz o tempo deveria ser inferior ao normal, para se apreciar devidamente a refeição. Fica a dica!",2023-12-19,27/01/2024,TRUE
1259,"O prato é saboroso mas o frango não chega crocante, penso que poderiam considerar outras opções de embalagem que permitam manter as características da refeição. Os pedaços de ananás e pimento poderiam ser um pouco mais pequenos.",2023-12-19,27/01/2024,TRUE
1260,"Entregue muito tempo fora do intervalo, de resto impecável",2023-12-19,27/01/2024,TRUE
1261,A comida chegou as 21h40,2023-12-19,27/01/2024,TRUE
1262,meal was cold,2023-12-19,27/01/2024,TRUE
1263,"Ingredientes, nomeadamente a batata doce não estavam bem cozidos",2023-12-19,27/01/2024,TRUE
1264,A caixa estava partida e o frango não estava crocante como é costume.,2023-12-19,27/01/2024,TRUE
1265,Chegou tarde e frio,2023-12-19,27/01/2024,TRUE
1266,Pouco novilho para a quantidade de puré e pouquissimos bimis,2023-12-19,27/01/2024,TRUE
1267,Cenoura em demasia mas bom paladar,2023-12-18,27/01/2024,TRUE
1268,"O sabor dos legumes nao era de todo o expectável. O molho era demasiado intenso, pedia-se algo mais leve para este prato.",2023-12-18,27/01/2024,TRUE
1269,Sabor,2023-12-18,27/01/2024,TRUE
1270,no,2023-12-18,27/01/2024,TRUE
1271,"porção pequena, sabor ok",2023-12-18,27/01/2024,TRUE
1272,O almoço chegou com atraso de uma hora. Estava fria e seco.,2023-12-18,27/01/2024,TRUE
1273,Over-cooked pasta and chicken,2023-12-18,27/01/2024,TRUE
1274,Quantidade já foi maior,2023-12-18,27/01/2024,TRUE
1275,Preço elevado para o prato que é.,2023-12-18,27/01/2024,TRUE
1276,estava morno. seria melhor dar para marcar uma hora de entrega em vez de ser um slot tão grande,2023-12-18,27/01/2024,TRUE
1277,A caixa veio aberta e o papel rasgado e cheio de molho,2023-12-18,27/01/2024,TRUE
1278,"Muito pouca quantidade. Nunca recebi uma caixa tao vazia de , só com uma perna de frango e meia duzia de batatas.",2023-12-18,27/01/2024,TRUE
1279,A limonada não veio,2023-12-18,27/01/2024,TRUE
1280,Mensagens de aviso de chegada chegaram após entrega,2023-12-18,27/01/2024,TRUE
1281,A caixa do molho vinha aberta e espalmada. Não tinha molho lá dentro ...,2023-12-18,27/01/2024,TRUE
1282,Tinha 1 brocolo e a recipiente do molho veio derretido dentro da embalagem,2023-12-18,27/01/2024,TRUE
1283,Continuem assim,2023-12-18,27/01/2024,TRUE
1284,"o frango tinha demasiada polme, estava desequilibrado",2023-12-18,27/01/2024,TRUE
1285,Demasiados molhos para algo que teoricamente seria uma salada,2023-12-18,27/01/2024,TRUE
1286,Entregador fala português e teve dificuldade em chegar ao local,2023-12-15,27/01/2024,TRUE
1287,Há umas rodelas extremamente picantes no prato que parecem pickles. Acho que se fossem retiradas o prato seria 5 estrelas.,2023-12-15,27/01/2024,TRUE
1288,Mais disponibilidade de horários para fazer pedidos,2023-12-15,27/01/2024,TRUE
1289,The delivery guy was very late and the food was delivered cold,2023-12-15,27/01/2024,TRUE
1290,"Ligou-me a dizer que tinha de ir à recepção do prédio, trabalho no 9°piso, cheguei recepção e ainda não tinha chegado. Questionei e respondeu-me que ligou quando estava quase a chegar",2023-12-15,27/01/2024,TRUE
1291,O burrito por dentro quase não trazia carne... não trazia arroz nem cenoura... trazia feijão preto e pouco mais. Não tinha nada a ver com a descrição do prato. Deixou muito a desejar. Muito fraco.,2023-12-15,27/01/2024,TRUE
1292,"o que recebi, não foi o que encomendei!",2023-12-15,27/01/2024,TRUE
1293,-,2023-12-15,27/01/2024,TRUE
1294,A carne estava dura e com muitos nervos.,2023-12-15,27/01/2024,TRUE
1295,Sem sabor,2023-12-15,27/01/2024,TRUE
1296,demorou imenso,2023-12-15,27/01/2024,TRUE
1297,"dry, too soft (not aldente)",2023-12-15,27/01/2024,TRUE
1298,Qualidade da carne,2023-12-15,27/01/2024,TRUE
1299,"Em vez disto, veio almondegas de feijão",2023-12-15,27/01/2024,TRUE
1300,Batatas duras,2023-12-15,27/01/2024,TRUE
1301,O feango tinha pele e tinha algo muito duro no meio do frango. O arroz faltava um pouco de sabor.,2023-12-15,27/01/2024,TRUE
1302,Muito salgado e polvo muito rijo,2023-12-15,27/01/2024,TRUE
1303,The soup is all over the main course.,2023-12-15,27/01/2024,TRUE
1304,Demasiado queijo creme,2023-12-15,27/01/2024,TRUE
1305,"Recebi um artigo errado e o motorista deu-me a indicação de que devia ficar com o produto, quando afinal não devia ter ficado.",2023-12-15,27/01/2024,TRUE
1306,"A carne e as batatas estavam muito secas, sem qualquer molho e impossível de comer. Não volto a encomendar este menu. Obrigada.",2023-12-15,27/01/2024,TRUE
1307,Veio com quantidade excessiva batata e pouca carne. A carne que veio era essencialmente composta por gordura.,2023-12-14,27/01/2024,TRUE
1308,"Legumes pouco frescos, e algumas partes do salmão mal cozidas.",2023-12-14,27/01/2024,TRUE
1309,tudo top :D,2023-12-14,27/01/2024,TRUE
1310,"Um pouco de massa, um pouco de tomate,  muito molho de tomate de conserva, e queijo! Pouca quantidade e fraca nutricionalmente",2023-12-14,27/01/2024,TRUE
1311,Massa estava muito rija e a boiar em molho,2023-12-14,27/01/2024,TRUE
1312,Muito seco,2023-12-14,27/01/2024,TRUE
1313,a carne estava um pouco rija,2023-12-14,27/01/2024,TRUE
1314,"As Natas podiam ser de Soja, para tornar o prato Vegan",2023-12-14,27/01/2024,TRUE
1315,"Eu pedi Eat Tastu e depois a minha colega também pediu. O pedido dela veio, eu fui buscar e o motorista depois de eu perguntar garantiu que não tinha o meu pedido. Passado uns minutos recebi a mensagem a avisar que o meu pedido chegou e afinal o pedido estava com o motorista. Sugiro tornarem a leitura dos pedidos mais fácil para os vossos motoristas.",2023-12-14,27/01/2024,TRUE
1316,As entradas (os rolinhos de calabresa ) estavam queimados,2023-12-14,27/01/2024,TRUE
1317,Para já não,2023-12-14,27/01/2024,TRUE
1318,pouca qualidade do peixe,2023-12-14,27/01/2024,TRUE
1319,"As refeições foram frio quando chegaram, e a sobremesa foi abalado",2023-12-14,27/01/2024,TRUE
1320,É a minha refeição preferida da . Adoro!,2023-12-14,27/01/2024,TRUE
1321,"Hamburguer muito mal passado, e por isso preocupaçao de ter intoxicacao alimentar!",2023-12-14,27/01/2024,TRUE
1322,Estava quentinho e saboroso. Gostei!,2023-12-14,27/01/2024,TRUE
1323,Serviço impecável,2023-12-14,27/01/2024,TRUE
1324,Mais de meia hora de atraso numa janela horária que já é de 45 minutos. O almoço chegou fora da minha hora de almoço e gelado,2023-12-14,27/01/2024,TRUE
1325,O esparguete não tinha sal,2023-12-14,27/01/2024,TRUE
1326,Massa seca e sem tempero. Apresentação péssima: apenas a massa com um bocado de salmão em cima e queijo. Nem sequer os ingredientes estavam misturados.,2023-12-14,27/01/2024,TRUE
1327,.,2023-12-14,27/01/2024,TRUE
1328,Tempo de espera,2023-12-13,27/01/2024,TRUE
1329,"adoro gnocchi, mas a mistura de sabor destes foi muito desagradável.",2023-12-13,27/01/2024,TRUE
1330,It tasted bad..,2023-12-13,27/01/2024,TRUE
1331,O prato não é mau mas chega sempre tão esbarrondado que o arroz fica misturados no molho e torna-se mt enjoativo,2023-12-13,27/01/2024,TRUE
1332,"adoro gnocchi mas este nao estva nada bom, para la´me do molho estar salgado e parecer que deitaram uma lata de conserva, o chouriço tinha pedaçõs que sabiam muito mal sabiam a gordura rançosa.",2023-12-13,27/01/2024,TRUE
1333,As batatas estavam completamente cruas,2023-12-13,27/01/2024,TRUE
1334,dose pequena para preço usual das refeições,2023-12-13,27/01/2024,TRUE
1335,Não foi muito do meu agrado.,2023-12-13,27/01/2024,TRUE
1336,"O preço em relação ao que recebi é puxado. As couvetes costumam vir cheias e esta estava a 1/4. A minha fatia notava-se ser um canto então apanhou muito pouca carne, a descrição do prato no website podia ser mais detalhada em relação. Não voltarei a repetir.",2023-12-13,27/01/2024,TRUE
1337,Lasanha com tempero muito forte ou salgado,2023-12-13,27/01/2024,TRUE
1338,Muito atrasado,2023-12-13,27/01/2024,TRUE
1339,"menos arroz, mais feijão e couve :)",2023-12-13,27/01/2024,TRUE
1340,Este prato costumava ser um dos meus favoritos. Hoje foi um bocadinho decepcionante. Muito pouco salmão e a broa queimada... espero que volte à qualidade anterior.,2023-12-13,27/01/2024,TRUE
1341,Nada a apontar.,2023-12-13,27/01/2024,TRUE
1342,serviço de entrega pessimo ... nunca sabemos a que horas vamos almoçar !,2023-12-13,27/01/2024,TRUE
1343,"Apenas por gosto pessoal, não gosto do ingrediente de carne plant based. Sugeria que subsituíssem por exemplo por soja :)",2023-12-13,27/01/2024,TRUE
1344,Dry rice,2023-12-13,27/01/2024,TRUE
1345,"A entrega atrasou-se imenso. Alem disso, recebi a notificaçao de entrega concluida antes da entrega ter sido efectuada, o que gerou alguma preocupaçao",2023-12-13,27/01/2024,TRUE
1346,.,2023-12-13,27/01/2024,TRUE
1347,A lasanha de frango muito liquida e com muito molho de tomate,2023-12-13,27/01/2024,TRUE
1348,Not good,2023-12-13,27/01/2024,TRUE
1349,Entrega deseja muito a desejar. Não cumprem horários!,2023-12-13,27/01/2024,TRUE
1350,A massa estava tipo argamassa…,2023-12-13,27/01/2024,TRUE
1351,"A senhora reclamou comigo por eu não ter descido as escadas, embora eu tenha dito que estava em reunião e disse que para a próxima não subia. Fiquei a pensar se valeria a pena encomendar comida daí de novo.",2023-12-12,27/01/2024,TRUE
1352,"A comida estava toda gorduroza, não só o franco mas o arroz também",2023-12-12,27/01/2024,TRUE
1353,muito arroz e pouco camarão!,2023-12-12,27/01/2024,TRUE
1354,"A minha caixa não tinha nome, tinha apenas um número. De resto, foi uma boa experiência.",2023-12-12,27/01/2024,TRUE
1355,A papaia estava um pouco verde,2023-12-12,27/01/2024,TRUE
1356,Not tasty at all,2023-12-12,27/01/2024,TRUE
1357,"The taste was really good, however I found the portion a bit smaller than the expected for a lunch",2023-12-12,27/01/2024,TRUE
1358,O pedido foi para outra localização,2023-12-12,27/01/2024,TRUE
